file_name,segment_length,num_segments,original_path,inference_path,ground_truth,original_transcript_raw,inference_transcript_raw,original_transcript,inference_transcript,utmos,pesq,stoi,original_cer,inference_cer,dcer
common_voice_zh-TW_24577503,2.0s,2,,,发票存在哪个载具,,,,,,,,,,
common_voice_zh-TW_24577504,2.0s,2,,,没人去，怎么会有讨论度？,,,,,,,,,,
common_voice_zh-TW_24577564,2.0s,2,,,在他眼里就像琥珀一样,,,,,,,,,,
common_voice_zh-TW_24577605,2.0s,2,,,初始环境境设定,,,,,,,,,,
common_voice_zh-TW_24577607,2.0s,2,,,她觉得这样很快,,,,,,,,,,
common_voice_zh-TW_24577639,2.0s,2,,,显示载具条码给店员扫,,,,,,,,,,
common_voice_zh-TW_24577641,2.0s,2,,,今天也要上映了,,,,,,,,,,
common_voice_zh-TW_24577642,2.0s,2,,,所谓的西藏和平协议,,,,,,,,,,
common_voice_zh-TW_24577665,2.0s,2,,,游锡堃现在在当立法院长,,,,,,,,,,
common_voice_zh-TW_24577775,2.0s,2,,,让大众亲手参与,,,,,,,,,,
common_voice_zh-TW_24577828,2.0s,3,,,不要用军队攻打台湾,,,,,,,,,,
common_voice_zh-TW_24671784,2.0s,3,,,用单一个结帐条码,,,,,,,,,,
common_voice_zh-TW_24677150,2.0s,2,,,有三十五种语言,,,,,,,,,,
common_voice_zh-TW_24697178,2.0s,3,,,空气品质堪忧的一个周末,,,,,,,,,,
common_voice_zh-TW_24697395,2.0s,2,,,确实有这样的想法,,,,,,,,,,
common_voice_zh-TW_24697482,2.0s,2,,,至少我还没腻,,,,,,,,,,
common_voice_zh-TW_24697513,2.0s,2,,,日本的榻榻米与芥末,,,,,,,,,,
common_voice_zh-TW_24697537,2.0s,3,,,跟伺服器上运行的程式,,,,,,,,,,
common_voice_zh-TW_24697573,2.0s,2,,,才刚要出发,,,,,,,,,,
common_voice_zh-TW_24719310,2.0s,3,,,所以才觉得很诡异,,,,,,,,,,
common_voice_zh-TW_24719327,2.0s,3,,,没有直接定下一个原则,,,,,,,,,,
common_voice_zh-TW_24719339,2.0s,2,,,屡劝不听,,,,,,,,,,
common_voice_zh-TW_24719341,2.0s,2,,,信不过也没关系,,,,,,,,,,
common_voice_zh-TW_24719365,2.0s,2,,,这是一颗甘蓝菜,,,,,,,,,,
common_voice_zh-TW_24719375,2.0s,2,,,做一个抢票的动作,,,,,,,,,,
common_voice_zh-TW_24719525,2.0s,2,,,新世代年轻人,,,,,,,,,,
common_voice_zh-TW_24719527,2.0s,3,,,好像可以去重新定义,,,,,,,,,,
common_voice_zh-TW_24719528,2.0s,3,,,还有其他案例可以分享吗？,,,,,,,,,,
common_voice_zh-TW_24719545,2.0s,3,,,以出口和内需作为双引擎,,,,,,,,,,
common_voice_zh-TW_24719559,2.0s,2,,,引发认知失调,,,,,,,,,,
common_voice_zh-TW_24719609,2.0s,3,,,上面这句话不是我说的,,,,,,,,,,
common_voice_zh-TW_24719617,2.0s,3,,,民进党也没说明过？,,,,,,,,,,
common_voice_zh-TW_24719618,2.0s,2,,,浩大的兔兔,,,,,,,,,,
common_voice_zh-TW_24719627,2.0s,3,,,这不就是现在吗,,,,,,,,,,
common_voice_zh-TW_24719628,2.0s,3,,,退休或工程师之类,,,,,,,,,,
common_voice_zh-TW_24719631,2.0s,2,,,大家是怎么度过,,,,,,,,,,
common_voice_zh-TW_24719632,2.0s,2,,,台风天前的台东,,,,,,,,,,
common_voice_zh-TW_24719637,2.0s,3,,,好像也没有特别偏好的语言,,,,,,,,,,
common_voice_zh-TW_24719649,2.0s,3,,,年轻人的未来是政府的责任,,,,,,,,,,
common_voice_zh-TW_24792656,2.0s,3,,,简体维基百科,,,,,,,,,,
common_voice_zh-TW_24792684,2.0s,2,,,留下来的我们,,,,,,,,,,
common_voice_zh-TW_24792685,2.0s,2,,,鬼月的时候,,,,,,,,,,
common_voice_zh-TW_24792714,2.0s,3,,,今天发生了什么大事情,,,,,,,,,,
common_voice_zh-TW_24792716,2.0s,3,,,伍佰是伍子胥的后代吗？,,,,,,,,,,
common_voice_zh-TW_24792724,2.0s,3,,,完全以爱迪生为中心,,,,,,,,,,
common_voice_zh-TW_24792764,2.0s,3,,,在维基百科上是这样,,,,,,,,,,
common_voice_zh-TW_24792783,2.0s,3,,,他的行政区是中山区,,,,,,,,,,
common_voice_zh-TW_24792784,2.0s,3,,,想到之前吃的苦,,,,,,,,,,
common_voice_zh-TW_24792785,2.0s,2,,,本最⼤诚意,,,,,,,,,,
common_voice_zh-TW_24792799,2.0s,3,,,内政部真的神了,,,,,,,,,,
common_voice_zh-TW_24792800,2.0s,3,,,出得起一百一十八万,,,,,,,,,,
common_voice_zh-TW_24792806,2.0s,2,,,收买民心,,,,,,,,,,
common_voice_zh-TW_24792843,2.0s,2,,,倘若我国文好,,,,,,,,,,
common_voice_zh-TW_24792866,2.0s,3,,,只找得到一卡通版本的,,,,,,,,,,
common_voice_zh-TW_24792929,2.0s,3,,,良药苦口的刻板印象,,,,,,,,,,
common_voice_zh-TW_24792930,2.0s,2,,,雕像公开了,,,,,,,,,,
common_voice_zh-TW_24792952,2.0s,3,,,呈现在手机的上,,,,,,,,,,
common_voice_zh-TW_24793242,2.0s,3,,,支持国民党的人,,,,,,,,,,
common_voice_zh-TW_24793347,2.0s,3,,,解决了许多问题,,,,,,,,,,
common_voice_zh-TW_24796653,2.0s,2,,,五千人以上使用,,,,,,,,,,
common_voice_zh-TW_24831079,2.0s,2,,,身为淡水人,,,,,,,,,,
common_voice_zh-TW_24831080,2.0s,2,,,从小街道写到大区域,,,,,,,,,,
common_voice_zh-TW_24839144,2.0s,2,,,有多少政党候选人,,,,,,,,,,
common_voice_zh-TW_24839173,2.0s,2,,,然后都很贵！,,,,,,,,,,
common_voice_zh-TW_24839252,2.0s,2,,,我们是对讲机乐团,,,,,,,,,,
common_voice_zh-TW_24839266,2.0s,2,,,不要随便相信,,,,,,,,,,
common_voice_zh-TW_24846561,2.0s,3,,,鸿海集团创办人郭台铭,,,,,,,,,,
common_voice_zh-TW_24846639,2.0s,2,,,大家帮忙转成资料,,,,,,,,,,
common_voice_zh-TW_24846668,2.0s,3,,,只有打网球的人才会得,,,,,,,,,,
common_voice_zh-TW_24846679,2.0s,3,,,额外弄一个活动限定的页面,,,,,,,,,,
common_voice_zh-TW_24846785,2.0s,2,,,有看到很多人,,,,,,,,,,
common_voice_zh-TW_24846880,2.0s,2,,,娘家滴鸡精,,,,,,,,,,
common_voice_zh-TW_24846912,2.0s,2,,,又有一些人或者团体,,,,,,,,,,
common_voice_zh-TW_24846914,2.0s,2,,,自己编的台词,,,,,,,,,,
common_voice_zh-TW_25000463,2.0s,2,,,有自然人凭证功能,,,,,,,,,,
common_voice_zh-TW_25000486,2.0s,2,,,你认为的并不会实现,,,,,,,,,,
common_voice_zh-TW_25000500,2.0s,2,,,韩国瑜当上总统,,,,,,,,,,
common_voice_zh-TW_25000525,2.0s,2,,,欢迎到脸书社团讨论,,,,,,,,,,
common_voice_zh-TW_25000539,2.0s,2,,,可以绑电子发票条码,,,,,,,,,,
common_voice_zh-TW_25000541,2.0s,2,,,这样会大抢购吧,,,,,,,,,,
common_voice_zh-TW_25000643,2.0s,2,,,基本上都可以成为载具,,,,,,,,,,
common_voice_zh-TW_25000660,2.0s,2,,,请各位给予建议指导,,,,,,,,,,
common_voice_zh-TW_25000670,2.0s,2,,,不会药物成瘾啊？,,,,,,,,,,
common_voice_zh-TW_25000697,2.0s,2,,,采用文配图的排版,,,,,,,,,,
common_voice_zh-TW_25000717,2.0s,2,,,也可以登入财政部网站看,,,,,,,,,,
common_voice_zh-TW_25000719,2.0s,2,,,今天来的议员好像年纪都比我小,,,,,,,,,,
common_voice_zh-TW_25000733,2.0s,3,,,财政部电子发票整合服务平台,,,,,,,,,,
common_voice_zh-TW_25000923,2.0s,2,,,贵企业不吃狗食吗？,,,,,,,,,,
common_voice_zh-TW_25001007,2.0s,2,,,归户到共通性载具后,,,,,,,,,,
common_voice_zh-TW_25001016,2.0s,2,,,根本就是小龙女跑错时空,,,,,,,,,,
common_voice_zh-TW_25001048,2.0s,2,,,我非常相信统独是假议题,,,,,,,,,,
common_voice_zh-TW_25001412,2.0s,2,,,什么时候空出我的双手,,,,,,,,,,
common_voice_zh-TW_25001465,2.0s,2,,,游戏中的桦树栩诩如生,,,,,,,,,,
common_voice_zh-TW_25001478,2.0s,2,,,上周的国际新闻,,,,,,,,,,
common_voice_zh-TW_25042069,2.0s,2,,,该买一些什么东西好,,,,,,,,,,
common_voice_zh-TW_25042070,2.0s,2,,,最好还是拉回中央,,,,,,,,,,
common_voice_zh-TW_25042072,2.0s,2,,,半夜中被移平,,,,,,,,,,
common_voice_zh-TW_25042084,2.0s,2,,,本周六的黑客松,,,,,,,,,,
common_voice_zh-TW_25042094,2.0s,2,,,绿岛的眼睛眨呀眨,,,,,,,,,,
common_voice_zh-TW_25042097,2.0s,2,,,最近刚好有机会途经一趟,,,,,,,,,,
common_voice_zh-TW_25042098,2.0s,2,,,到底会不会挡得下来,,,,,,,,,,
common_voice_zh-TW_25042099,2.0s,2,,,比起指压按摩,,,,,,,,,,
common_voice_zh-TW_25042100,2.0s,2,,,单身女性不能冻卵,,,,,,,,,,
common_voice_zh-TW_25042101,2.0s,2,,,对你冒雨骑车无能为力,,,,,,,,,,
common_voice_zh-TW_25042124,2.0s,2,,,远远超乎预期的事,,,,,,,,,,
common_voice_zh-TW_25042133,2.0s,2,,,我目前觉得是抢看看,,,,,,,,,,
common_voice_zh-TW_25042147,2.0s,2,,,也不知道他需不需要我,,,,,,,,,,
common_voice_zh-TW_25042152,2.0s,2,,,我们僵化的教育制度,,,,,,,,,,
common_voice_zh-TW_25042156,2.0s,2,,,一旦双手双脚并用,,,,,,,,,,
common_voice_zh-TW_25042160,2.0s,2,,,依据调查报告所揭示的真相,,,,,,,,,,
common_voice_zh-TW_25042171,2.0s,2,,,网路上的东西很多是骗人的,,,,,,,,,,
common_voice_zh-TW_25042181,2.0s,2,,,区域的和平稳定与发展,,,,,,,,,,
common_voice_zh-TW_25042182,2.0s,2,,,让沟通更有效、更周延,,,,,,,,,,
common_voice_zh-TW_25042246,2.0s,2,,,结果发现我又中了陷阱,,,,,,,,,,
common_voice_zh-TW_25047394,2.0s,3,,,只是还没想到该怎么处理,,,,,,,,,,
common_voice_zh-TW_25047435,2.0s,2,,,为了追求极简生活,,,,,,,,,,
common_voice_zh-TW_25047456,2.0s,2,,,局势不对的时候,,,,,,,,,,
common_voice_zh-TW_25047531,2.0s,3,,,我就是用财政部自己的唷,,,,,,,,,,
common_voice_zh-TW_25047546,2.0s,2,,,更不用说石虎,,,,,,,,,,
common_voice_zh-TW_25047551,2.0s,2,,,我如果没有特别回复,,,,,,,,,,
common_voice_zh-TW_25047571,2.0s,2,,,口味真的万年如一日,,,,,,,,,,
common_voice_zh-TW_25047580,2.0s,2,,,台风天没来,,,,,,,,,,
common_voice_zh-TW_25047581,2.0s,3,,,演女人有点为难,,,,,,,,,,
common_voice_zh-TW_25047584,2.0s,2,,,香港警察,,,,,,,,,,
common_voice_zh-TW_25047640,2.0s,3,,,不只会得网球肘,,,,,,,,,,
common_voice_zh-TW_25047641,2.0s,2,,,你就是没有人,,,,,,,,,,
common_voice_zh-TW_25047644,2.0s,2,,,逝者罗斯福,,,,,,,,,,
common_voice_zh-TW_25047659,2.0s,2,,,在社会创新实验室,,,,,,,,,,
common_voice_zh-TW_25115778,2.0s,2,,,咖啡机里的异型,,,,,,,,,,
common_voice_zh-TW_25115780,2.0s,3,,,差不多是园游会等级,,,,,,,,,,
common_voice_zh-TW_25115785,2.0s,2,,,上回表演的时候,,,,,,,,,,
common_voice_zh-TW_25115796,2.0s,2,,,特色餐点图片,,,,,,,,,,
common_voice_zh-TW_25115798,2.0s,2,,,大嫂，我奉上奠仪,,,,,,,,,,
common_voice_zh-TW_25115799,2.0s,2,,,写成逆来顺受,,,,,,,,,,
common_voice_zh-TW_25342035,2.0s,2,,,深信一定很有用,,,,,,,,,,
common_voice_zh-TW_25342071,2.0s,2,,,结果很平和,,,,,,,,,,
common_voice_zh-TW_25343463,2.0s,2,,,这样哪一个频道适合,,,,,,,,,,
common_voice_zh-TW_25343485,2.0s,2,,,但是持续抽掉数量,,,,,,,,,,
common_voice_zh-TW_25344235,2.0s,2,,,太多了，你知道,,,,,,,,,,
common_voice_zh-TW_25344258,2.0s,2,,,哈！原来要人工！,,,,,,,,,,
common_voice_zh-TW_25344274,2.0s,2,,,来讲几则鬼故事,,,,,,,,,,
common_voice_zh-TW_25344346,2.0s,2,,,有人会爱我这种人,,,,,,,,,,
common_voice_zh-TW_25344458,2.0s,2,,,我搞不好就是,,,,,,,,,,
common_voice_zh-TW_25344587,2.0s,3,,,等到一月十一日投完票,,,,,,,,,,
common_voice_zh-TW_25344638,2.0s,2,,,如果只吃狗食,,,,,,,,,,
common_voice_zh-TW_25354232,2.0s,2,,,就都很可怕,,,,,,,,,,
common_voice_zh-TW_25354244,2.0s,2,,,音亦相近,,,,,,,,,,
common_voice_zh-TW_25354269,2.0s,2,,,此时如果有人提醒,,,,,,,,,,
common_voice_zh-TW_25356940,2.0s,2,,,请问发票可以存卡片吗？,,,,,,,,,,
common_voice_zh-TW_25356951,2.0s,2,,,这种只改姓名的诈骗,,,,,,,,,,
common_voice_zh-TW_25367022,2.0s,3,,,我上次在大润发测试时,,,,,,,,,,
common_voice_zh-TW_25368783,2.0s,2,,,靠北电子发票,,,,,,,,,,
common_voice_zh-TW_25368784,2.0s,2,,,是好男人,,,,,,,,,,
common_voice_zh-TW_25368792,2.0s,2,,,窗口开票这种事情,,,,,,,,,,
common_voice_zh-TW_25368796,2.0s,4,,,中央人民政府和西藏地方政府,,,,,,,,,,
common_voice_zh-TW_25368798,2.0s,2,,,释出的原始码,,,,,,,,,,
common_voice_zh-TW_25370454,2.0s,2,,,难怪会得到大众亲睐,,,,,,,,,,
common_voice_zh-TW_25370456,2.0s,3,,,泛指肘部肌群过度使用,,,,,,,,,,
common_voice_zh-TW_25415682,2.0s,2,,,隔天就因为利益,,,,,,,,,,
common_voice_zh-TW_25457252,2.0s,3,,,这些载具还可以归户到手机条码,,,,,,,,,,
common_voice_zh-TW_25470970,2.0s,2,,,柯文哲组党,,,,,,,,,,
common_voice_zh-TW_25470972,2.0s,2,,,时力政党票,,,,,,,,,,
common_voice_zh-TW_25470984,2.0s,2,,,你也要贴贴纸吗？,,,,,,,,,,
common_voice_zh-TW_25471027,2.0s,2,,,体温还是一样,,,,,,,,,,
common_voice_zh-TW_25471054,2.0s,3,,,一个正面迎向一切挑战的新政府,,,,,,,,,,
common_voice_zh-TW_25471077,2.0s,2,,,中央或地方机关,,,,,,,,,,
common_voice_zh-TW_25471080,2.0s,2,,,不能直接爬下来,,,,,,,,,,
common_voice_zh-TW_25471089,2.0s,2,,,基本上只能用手机,,,,,,,,,,
common_voice_zh-TW_25471107,2.0s,2,,,消化液里有胜肽水解酶,,,,,,,,,,
common_voice_zh-TW_25471111,2.0s,3,,,你们的服务太烂了，我要客诉，叫你们经理来听。,,,,,,,,,,
common_voice_zh-TW_25471132,2.0s,2,,,两岸过去二十多年来,,,,,,,,,,
common_voice_zh-TW_25471136,2.0s,2,,,余款作为公共用途,,,,,,,,,,
common_voice_zh-TW_25471142,2.0s,2,,,就当下想找的人而定,,,,,,,,,,
common_voice_zh-TW_25471143,2.0s,2,,,三民主义统一中国,,,,,,,,,,
common_voice_zh-TW_25471146,2.0s,2,,,牛肉汤、碗粿、鳝鱼意面,,,,,,,,,,
common_voice_zh-TW_25471172,2.0s,2,,,从山坡上轻轻地,,,,,,,,,,
common_voice_zh-TW_25471183,2.0s,2,,,这个时候送来一个病人,,,,,,,,,,
common_voice_zh-TW_25471214,2.0s,2,,,这次是菲律宾岛的功劳,,,,,,,,,,
common_voice_zh-TW_25471233,2.0s,2,,,就要利用它们的平台查询,,,,,,,,,,
common_voice_zh-TW_25471282,2.0s,3,,,苏州名妓唱一曲就赏一匹纱,,,,,,,,,,
common_voice_zh-TW_25541362,2.0s,2,,,人生没有过不去的坎，只有爬不完的坑,,,,,,,,,,
common_voice_zh-TW_25895936,2.0s,2,,,综合描述,,,,,,,,,,
common_voice_zh-TW_25899658,2.0s,3,,,我们一起走这边,,,,,,,,,,
common_voice_zh-TW_25899788,2.0s,2,,,看起来是比较密切的,,,,,,,,,,
common_voice_zh-TW_25899800,2.0s,3,,,市民上街去了,,,,,,,,,,
common_voice_zh-TW_25899818,2.0s,2,,,昨天有聊到东厂事件,,,,,,,,,,
common_voice_zh-TW_25899821,2.0s,2,,,维基百科上可以看得到,,,,,,,,,,
common_voice_zh-TW_25899844,2.0s,2,,,跳跳糖跳回去,,,,,,,,,,
common_voice_zh-TW_25905125,2.0s,2,,,香港广东话,,,,,,,,,,
common_voice_zh-TW_25905153,2.0s,2,,,很多东西是骗人的,,,,,,,,,,
common_voice_zh-TW_25905154,2.0s,2,,,新政府会用道歉的态度,,,,,,,,,,
common_voice_zh-TW_25905167,2.0s,2,,,共同参与区域发展,,,,,,,,,,
common_voice_zh-TW_25906007,2.0s,2,,,以传输对象来区别,,,,,,,,,,
common_voice_zh-TW_25906008,2.0s,3,,,公民科学计划清册,,,,,,,,,,
common_voice_zh-TW_25906011,2.0s,2,,,婆娑之洋,,,,,,,,,,
common_voice_zh-TW_25915676,2.0s,2,,,是在哈啰？,,,,,,,,,,
common_voice_zh-TW_25918496,2.0s,2,,,在脸书买广告,,,,,,,,,,
common_voice_zh-TW_25918527,2.0s,2,,,语音资料库的文字们,,,,,,,,,,
common_voice_zh-TW_25925133,2.0s,2,,,因为春天从未出现,,,,,,,,,,
common_voice_zh-TW_25964843,2.0s,2,,,六合摊商哀号,,,,,,,,,,
common_voice_zh-TW_26401738,2.0s,2,,,注入灵魂,,,,,,,,,,
common_voice_zh-TW_26401858,2.0s,2,,,发生苪氏规模七点零的地震,,,,,,,,,,
common_voice_zh-TW_26401922,2.0s,2,,,可不可以承载这么长时间的连结,,,,,,,,,,
common_voice_zh-TW_26402103,2.0s,2,,,在社会团结的基础上共同协商,,,,,,,,,,
common_voice_zh-TW_26530702,2.0s,2,,,不知道为什么,,,,,,,,,,
common_voice_zh-TW_26554178,2.0s,3,,,参与克里米亚战争时,,,,,,,,,,
common_voice_zh-TW_26657819,2.0s,2,,,超英赶美,,,,,,,,,,
common_voice_zh-TW_26658162,2.0s,2,,,过一会儿收到信,,,,,,,,,,
common_voice_zh-TW_26658178,2.0s,2,,,建议照片要下个警语,,,,,,,,,,
common_voice_zh-TW_26658208,2.0s,2,,,增加晋级的机会,,,,,,,,,,
common_voice_zh-TW_26658309,2.0s,2,,,科学发展观,,,,,,,,,,
common_voice_zh-TW_26658416,2.0s,2,,,译成通顺而达意的英文,,,,,,,,,,
common_voice_zh-TW_26659271,2.0s,3,,,两湖盆地是长江流域的心脏要地,,,,,,,,,,
common_voice_zh-TW_26659277,2.0s,2,,,国发会的平台,,,,,,,,,,
common_voice_zh-TW_26674800,2.0s,3,,,含有大量的碳酸钙,,,,,,,,,,
common_voice_zh-TW_26674804,2.0s,2,,,作者以为骡贵马贱,,,,,,,,,,
common_voice_zh-TW_26674811,2.0s,2,,,水沸腾的温度为一百度,,,,,,,,,,
common_voice_zh-TW_26674833,2.0s,3,,,地形、气候、海洋和港湾四方面,,,,,,,,,,
common_voice_zh-TW_26674849,2.0s,2,,,需要大量的语料数据,,,,,,,,,,
common_voice_zh-TW_26674870,2.0s,3,,,形成了四纵五横的铁路网骨架,,,,,,,,,,
common_voice_zh-TW_26674875,2.0s,2,,,造成人民普遍的贫因,,,,,,,,,,
common_voice_zh-TW_26715780,2.0s,2,,,城市交通壅塞,,,,,,,,,,
common_voice_zh-TW_26715920,2.0s,2,,,试回答下列问题,,,,,,,,,,
common_voice_zh-TW_26731505,2.0s,2,,,微细构造示意图,,,,,,,,,,
common_voice_zh-TW_26731536,2.0s,2,,,除了要传授学生基础知识,,,,,,,,,,
common_voice_zh-TW_26743111,2.0s,2,,,法律之前人人平等,,,,,,,,,,
common_voice_zh-TW_26754692,2.0s,2,,,推荐甄选入学招生,,,,,,,,,,
common_voice_zh-TW_26774059,2.0s,2,,,条件式不知道怎么写,,,,,,,,,,
common_voice_zh-TW_26774069,2.0s,2,,,若水受到重金属污染,,,,,,,,,,
common_voice_zh-TW_26774171,2.0s,2,,,非但已有农业，还筑了城呢！,,,,,,,,,,
common_voice_zh-TW_26774209,2.0s,2,,,有关我们国家当前处境的叙述,,,,,,,,,,
common_voice_zh-TW_26774537,2.0s,2,,,主要集中在胎生幼苗,,,,,,,,,,
common_voice_zh-TW_26774600,2.0s,2,,,久置后汽化扩散于空气中,,,,,,,,,,
common_voice_zh-TW_26774700,2.0s,3,,,可贯通中部、北部和西部三大地方,,,,,,,,,,
common_voice_zh-TW_26774740,2.0s,3,,,应该把下列何者做为学习重点？,,,,,,,,,,
common_voice_zh-TW_26775673,2.0s,3,,,渐进整合各类社会保险,,,,,,,,,,
common_voice_zh-TW_26775740,2.0s,2,,,不知道该从何开始,,,,,,,,,,
common_voice_zh-TW_26775894,2.0s,2,,,上了车总要拣个靠窗的好位置坐,,,,,,,,,,
common_voice_zh-TW_26779417,2.0s,2,,,法律范围内所许可的自由,,,,,,,,,,
common_voice_zh-TW_26779521,2.0s,2,,,两平原为我国的重要农业区,,,,,,,,,,
common_voice_zh-TW_26779536,2.0s,2,,,俾斯麦实行民族社会主义,,,,,,,,,,
common_voice_zh-TW_26783740,2.0s,2,,,溶于稀硫酸,,,,,,,,,,
common_voice_zh-TW_26783756,2.0s,4,,,先要有民冶，民有和民享才能落实,,,,,,,,,,
common_voice_zh-TW_26783758,2.0s,2,,,位置接近,,,,,,,,,,
common_voice_zh-TW_26783769,2.0s,2,,,流量最稳定的是那一条？,,,,,,,,,,
common_voice_zh-TW_26783986,2.0s,3,,,氧化数在碳的化合物中最高,,,,,,,,,,
common_voice_zh-TW_26784032,2.0s,2,,,以为建造一个现代的中国,,,,,,,,,,
common_voice_zh-TW_26784971,2.0s,3,,,经由雨水被带入生物圈中,,,,,,,,,,
common_voice_zh-TW_26785084,2.0s,2,,,在事件中建立大功,,,,,,,,,,
common_voice_zh-TW_26785164,2.0s,2,,,他所拍摄的纪录片,,,,,,,,,,
common_voice_zh-TW_26785224,2.0s,2,,,感谢国家感谢党,,,,,,,,,,
common_voice_zh-TW_26792691,2.0s,2,,,气温和高度的关系,,,,,,,,,,
common_voice_zh-TW_26819439,2.0s,2,,,我们学习这一段史事,,,,,,,,,,
common_voice_zh-TW_26819759,2.0s,2,,,济弱扶倾与世界大同,,,,,,,,,,
common_voice_zh-TW_26819831,2.0s,3,,,夏季空气污染浓度的等值线图,,,,,,,,,,
common_voice_zh-TW_26826729,2.0s,2,,,仍被视为尊贵的血统,,,,,,,,,,
common_voice_zh-TW_26826784,2.0s,3,,,适用于想使温度提升的情况,,,,,,,,,,
common_voice_zh-TW_26826914,2.0s,2,,,王安石与张居正,,,,,,,,,,
common_voice_zh-TW_26826952,2.0s,2,,,超过一百五十字者不给分,,,,,,,,,,
common_voice_zh-TW_26826968,2.0s,2,,,摆脱日本的控制,,,,,,,,,,
common_voice_zh-TW_26827046,2.0s,2,,,地球自转的结果,,,,,,,,,,
common_voice_zh-TW_26845481,2.0s,3,,,使得部分都会区的房价高不可攀,,,,,,,,,,
common_voice_zh-TW_26845552,2.0s,2,,,选举公报的格式,,,,,,,,,,
common_voice_zh-TW_26845795,2.0s,2,,,但是被用来发电,,,,,,,,,,
common_voice_zh-TW_26845993,2.0s,3,,,宗教大都厉行禁欲主义,,,,,,,,,,
common_voice_zh-TW_26850453,2.0s,2,,,中国现代化的性格,,,,,,,,,,
common_voice_zh-TW_26865676,2.0s,2,,,汉朝和匈奴作战,,,,,,,,,,
common_voice_zh-TW_26865683,2.0s,2,,,请用最适当的句型,,,,,,,,,,
common_voice_zh-TW_26865697,2.0s,3,,,对农工生产以及商业发展影响极大,,,,,,,,,,
common_voice_zh-TW_26865718,2.0s,2,,,下列叙述何者符合此一意义？,,,,,,,,,,
common_voice_zh-TW_26912080,2.0s,2,,,该种海岸属于何种类型？,,,,,,,,,,
common_voice_zh-TW_26912086,2.0s,2,,,修正时以橡皮擦拭,,,,,,,,,,
common_voice_zh-TW_26912099,2.0s,3,,,根据通鉴纪事本末中的史料编辑而成,,,,,,,,,,
common_voice_zh-TW_26912100,2.0s,2,,,色光频率发生改变,,,,,,,,,,
common_voice_zh-TW_26912122,2.0s,2,,,绿豆种子萌发长出胚根,,,,,,,,,,
common_voice_zh-TW_26932566,2.0s,2,,,同时掷两枚均匀的硬币,,,,,,,,,,
common_voice_zh-TW_26932583,2.0s,2,,,自己的身体被装在一个大木箱中,,,,,,,,,,
common_voice_zh-TW_26943145,2.0s,2,,,发起讨论执行,,,,,,,,,,
common_voice_zh-TW_26943413,2.0s,2,,,也都应该排斥改正,,,,,,,,,,
common_voice_zh-TW_26943459,2.0s,2,,,以等速率运动,,,,,,,,,,
common_voice_zh-TW_26943462,2.0s,2,,,对于权力分配的原则,,,,,,,,,,
common_voice_zh-TW_26943470,2.0s,2,,,鼓励大家自己架,,,,,,,,,,
common_voice_zh-TW_26943592,2.0s,2,,,美国新英格兰地区的农业,,,,,,,,,,
common_voice_zh-TW_26943690,2.0s,2,,,我会手动更新到清单中,,,,,,,,,,
common_voice_zh-TW_26943943,2.0s,2,,,均重视军事与国防上的革新,,,,,,,,,,
common_voice_zh-TW_26943944,2.0s,3,,,较同纬度的长江下游地区温暖,,,,,,,,,,
common_voice_zh-TW_26943966,2.0s,2,,,最适合于加速水分的蒸发,,,,,,,,,,
common_voice_zh-TW_26943968,2.0s,2,,,以减轻地下水的盐分,,,,,,,,,,
common_voice_zh-TW_26943999,2.0s,2,,,不致于倒灌进入瓶内,,,,,,,,,,
common_voice_zh-TW_26944071,2.0s,2,,,采行民主社会主义的国家,,,,,,,,,,
common_voice_zh-TW_26944190,2.0s,2,,,某种地形的立体透视图,,,,,,,,,,
common_voice_zh-TW_26944234,2.0s,2,,,所采行的共和政体,,,,,,,,,,
common_voice_zh-TW_26944300,2.0s,2,,,某月份的平均气压分布图,,,,,,,,,,
common_voice_zh-TW_26944357,2.0s,2,,,人民的义务与权利应该对等,,,,,,,,,,
common_voice_zh-TW_26944518,2.0s,2,,,朝鲜半岛南北分裂,,,,,,,,,,
common_voice_zh-TW_26944571,2.0s,2,,,不会步上帝国主义侵略之路,,,,,,,,,,
common_voice_zh-TW_26944624,2.0s,2,,,我一直在猜测自己是个什么东西,,,,,,,,,,
common_voice_zh-TW_26946415,2.0s,3,,,社会主义荣辱观,,,,,,,,,,
common_voice_zh-TW_26946418,2.0s,3,,,就能稳稳的像万磁王一样,,,,,,,,,,
common_voice_zh-TW_26946596,2.0s,3,,,联合世界上之民族,,,,,,,,,,
common_voice_zh-TW_26946833,2.0s,2,,,就血型的基因而言,,,,,,,,,,
common_voice_zh-TW_26946923,2.0s,2,,,限制人民的自由,,,,,,,,,,
common_voice_zh-TW_26947310,2.0s,2,,,进入选拔阶段,,,,,,,,,,
common_voice_zh-TW_26947364,2.0s,3,,,分别控制中东铁路及其腹地,,,,,,,,,,
common_voice_zh-TW_26947370,2.0s,3,,,年雨量最接近多少公厘？,,,,,,,,,,
common_voice_zh-TW_26947813,2.0s,2,,,作者认为人的生活是,,,,,,,,,,
common_voice_zh-TW_26947917,2.0s,2,,,英国一直是海上强权,,,,,,,,,,
common_voice_zh-TW_26948049,2.0s,2,,,妇女地位大为提高,,,,,,,,,,
common_voice_zh-TW_26980606,2.0s,2,,,搜集各式各样的预测,,,,,,,,,,
