file_name,segment_length,num_segments,original_path,inference_path,ground_truth,original_transcript_raw,inference_transcript_raw,original_transcript,inference_transcript,utmos,pesq,stoi,original_cer,inference_cer,dcer
common_voice_zh-TW_24577503,0.5s,7,,,发票存在哪个载具,,,,,,,,,,
common_voice_zh-TW_24577504,0.5s,8,,,没人去，怎么会有讨论度？,,,,,,,,,,
common_voice_zh-TW_24577564,0.5s,7,,,在他眼里就像琥珀一样,,,,,,,,,,
common_voice_zh-TW_24577605,0.5s,7,,,初始环境境设定,,,,,,,,,,
common_voice_zh-TW_24577607,0.5s,7,,,她觉得这样很快,,,,,,,,,,
common_voice_zh-TW_24577639,0.5s,8,,,显示载具条码给店员扫,,,,,,,,,,
common_voice_zh-TW_24577641,0.5s,7,,,今天也要上映了,,,,,,,,,,
common_voice_zh-TW_24577642,0.5s,8,,,所谓的西藏和平协议,,,,,,,,,,
common_voice_zh-TW_24577665,0.5s,8,,,游锡堃现在在当立法院长,,,,,,,,,,
common_voice_zh-TW_24577775,0.5s,7,,,让大众亲手参与,,,,,,,,,,
common_voice_zh-TW_24577828,0.5s,10,,,不要用军队攻打台湾,,,,,,,,,,
common_voice_zh-TW_24671784,0.5s,9,,,用单一个结帐条码,,,,,,,,,,
common_voice_zh-TW_24677150,0.5s,8,,,有三十五种语言,,,,,,,,,,
common_voice_zh-TW_24697178,0.5s,10,,,空气品质堪忧的一个周末,,,,,,,,,,
common_voice_zh-TW_24697395,0.5s,8,,,确实有这样的想法,,,,,,,,,,
common_voice_zh-TW_24697482,0.5s,8,,,至少我还没腻,,,,,,,,,,
common_voice_zh-TW_24697513,0.5s,8,,,日本的榻榻米与芥末,,,,,,,,,,
common_voice_zh-TW_24697537,0.5s,9,,,跟伺服器上运行的程式,,,,,,,,,,
common_voice_zh-TW_24697573,0.5s,8,,,才刚要出发,,,,,,,,,,
common_voice_zh-TW_24719310,0.5s,9,,,所以才觉得很诡异,,,,,,,,,,
common_voice_zh-TW_24719327,0.5s,12,,,没有直接定下一个原则,,,,,,,,,,
common_voice_zh-TW_24719339,0.5s,7,,,屡劝不听,,,,,,,,,,
common_voice_zh-TW_24719341,0.5s,8,,,信不过也没关系,,,,,,,,,,
common_voice_zh-TW_24719365,0.5s,8,,,这是一颗甘蓝菜,,,,,,,,,,
common_voice_zh-TW_24719375,0.5s,8,,,做一个抢票的动作,,,,,,,,,,
common_voice_zh-TW_24719525,0.5s,8,,,新世代年轻人,,,,,,,,,,
common_voice_zh-TW_24719527,0.5s,10,,,好像可以去重新定义,,,,,,,,,,
common_voice_zh-TW_24719528,0.5s,9,,,还有其他案例可以分享吗？,,,,,,,,,,
common_voice_zh-TW_24719545,0.5s,10,,,以出口和内需作为双引擎,,,,,,,,,,
common_voice_zh-TW_24719559,0.5s,8,,,引发认知失调,,,,,,,,,,
common_voice_zh-TW_24719609,0.5s,9,,,上面这句话不是我说的,,,,,,,,,,
common_voice_zh-TW_24719617,0.5s,10,,,民进党也没说明过？,,,,,,,,,,
common_voice_zh-TW_24719618,0.5s,8,,,浩大的兔兔,,,,,,,,,,
common_voice_zh-TW_24719627,0.5s,9,,,这不就是现在吗,,,,,,,,,,
common_voice_zh-TW_24719628,0.5s,9,,,退休或工程师之类,,,,,,,,,,
common_voice_zh-TW_24719631,0.5s,7,,,大家是怎么度过,,,,,,,,,,
common_voice_zh-TW_24719632,0.5s,8,,,台风天前的台东,,,,,,,,,,
common_voice_zh-TW_24719637,0.5s,9,,,好像也没有特别偏好的语言,,,,,,,,,,
common_voice_zh-TW_24719649,0.5s,10,,,年轻人的未来是政府的责任,,,,,,,,,,
common_voice_zh-TW_24792656,0.5s,9,,,简体维基百科,,,,,,,,,,
common_voice_zh-TW_24792684,0.5s,8,,,留下来的我们,,,,,,,,,,
common_voice_zh-TW_24792685,0.5s,8,,,鬼月的时候,,,,,,,,,,
common_voice_zh-TW_24792714,0.5s,11,,,今天发生了什么大事情,,,,,,,,,,
common_voice_zh-TW_24792716,0.5s,10,,,伍佰是伍子胥的后代吗？,,,,,,,,,,
common_voice_zh-TW_24792724,0.5s,12,,,完全以爱迪生为中心,,,,,,,,,,
common_voice_zh-TW_24792764,0.5s,10,,,在维基百科上是这样,,,,,,,,,,
common_voice_zh-TW_24792783,0.5s,12,,,他的行政区是中山区,,,,,,,,,,
common_voice_zh-TW_24792784,0.5s,10,,,想到之前吃的苦,,,,,,,,,,
common_voice_zh-TW_24792785,0.5s,8,,,本最⼤诚意,,,,,,,,,,
common_voice_zh-TW_24792799,0.5s,9,,,内政部真的神了,,,,,,,,,,
common_voice_zh-TW_24792800,0.5s,10,,,出得起一百一十八万,,,,,,,,,,
common_voice_zh-TW_24792806,0.5s,7,,,收买民心,,,,,,,,,,
common_voice_zh-TW_24792843,0.5s,8,,,倘若我国文好,,,,,,,,,,
common_voice_zh-TW_24792866,0.5s,10,,,只找得到一卡通版本的,,,,,,,,,,
common_voice_zh-TW_24792929,0.5s,10,,,良药苦口的刻板印象,,,,,,,,,,
common_voice_zh-TW_24792930,0.5s,8,,,雕像公开了,,,,,,,,,,
common_voice_zh-TW_24792952,0.5s,9,,,呈现在手机的上,,,,,,,,,,
common_voice_zh-TW_24793242,0.5s,9,,,支持国民党的人,,,,,,,,,,
common_voice_zh-TW_24793347,0.5s,9,,,解决了许多问题,,,,,,,,,,
common_voice_zh-TW_24796653,0.5s,8,,,五千人以上使用,,,,,,,,,,
common_voice_zh-TW_24831079,0.5s,7,,,身为淡水人,,,,,,,,,,
common_voice_zh-TW_24831080,0.5s,7,,,从小街道写到大区域,,,,,,,,,,
common_voice_zh-TW_24839144,0.5s,8,,,有多少政党候选人,,,,,,,,,,
common_voice_zh-TW_24839173,0.5s,7,,,然后都很贵！,,,,,,,,,,
common_voice_zh-TW_24839252,0.5s,8,,,我们是对讲机乐团,,,,,,,,,,
common_voice_zh-TW_24839266,0.5s,8,,,不要随便相信,,,,,,,,,,
common_voice_zh-TW_24846561,0.5s,10,,,鸿海集团创办人郭台铭,,,,,,,,,,
common_voice_zh-TW_24846639,0.5s,8,,,大家帮忙转成资料,,,,,,,,,,
common_voice_zh-TW_24846668,0.5s,10,,,只有打网球的人才会得,,,,,,,,,,
common_voice_zh-TW_24846679,0.5s,10,,,额外弄一个活动限定的页面,,,,,,,,,,
common_voice_zh-TW_24846785,0.5s,7,,,有看到很多人,,,,,,,,,,
common_voice_zh-TW_24846880,0.5s,7,,,娘家滴鸡精,,,,,,,,,,
common_voice_zh-TW_24846912,0.5s,8,,,又有一些人或者团体,,,,,,,,,,
common_voice_zh-TW_24846914,0.5s,7,,,自己编的台词,,,,,,,,,,
common_voice_zh-TW_25000463,0.5s,8,,,有自然人凭证功能,,,,,,,,,,
common_voice_zh-TW_25000486,0.5s,7,,,你认为的并不会实现,,,,,,,,,,
common_voice_zh-TW_25000500,0.5s,7,,,韩国瑜当上总统,,,,,,,,,,
common_voice_zh-TW_25000525,0.5s,8,,,欢迎到脸书社团讨论,,,,,,,,,,
common_voice_zh-TW_25000539,0.5s,8,,,可以绑电子发票条码,,,,,,,,,,
common_voice_zh-TW_25000541,0.5s,8,,,这样会大抢购吧,,,,,,,,,,
common_voice_zh-TW_25000643,0.5s,7,,,基本上都可以成为载具,,,,,,,,,,
common_voice_zh-TW_25000660,0.5s,7,,,请各位给予建议指导,,,,,,,,,,
common_voice_zh-TW_25000670,0.5s,7,,,不会药物成瘾啊？,,,,,,,,,,
common_voice_zh-TW_25000697,0.5s,7,,,采用文配图的排版,,,,,,,,,,
common_voice_zh-TW_25000717,0.5s,8,,,也可以登入财政部网站看,,,,,,,,,,
common_voice_zh-TW_25000719,0.5s,8,,,今天来的议员好像年纪都比我小,,,,,,,,,,
common_voice_zh-TW_25000733,0.5s,9,,,财政部电子发票整合服务平台,,,,,,,,,,
common_voice_zh-TW_25000923,0.5s,7,,,贵企业不吃狗食吗？,,,,,,,,,,
common_voice_zh-TW_25001007,0.5s,7,,,归户到共通性载具后,,,,,,,,,,
common_voice_zh-TW_25001016,0.5s,7,,,根本就是小龙女跑错时空,,,,,,,,,,
common_voice_zh-TW_25001048,0.5s,7,,,我非常相信统独是假议题,,,,,,,,,,
common_voice_zh-TW_25001412,0.5s,7,,,什么时候空出我的双手,,,,,,,,,,
common_voice_zh-TW_25001465,0.5s,7,,,游戏中的桦树栩诩如生,,,,,,,,,,
common_voice_zh-TW_25001478,0.5s,7,,,上周的国际新闻,,,,,,,,,,
common_voice_zh-TW_25042069,0.5s,8,,,该买一些什么东西好,,,,,,,,,,
common_voice_zh-TW_25042070,0.5s,7,,,最好还是拉回中央,,,,,,,,,,
common_voice_zh-TW_25042072,0.5s,7,,,半夜中被移平,,,,,,,,,,
common_voice_zh-TW_25042084,0.5s,7,,,本周六的黑客松,,,,,,,,,,
common_voice_zh-TW_25042094,0.5s,8,,,绿岛的眼睛眨呀眨,,,,,,,,,,
common_voice_zh-TW_25042097,0.5s,8,,,最近刚好有机会途经一趟,,,,,,,,,,
common_voice_zh-TW_25042098,0.5s,8,,,到底会不会挡得下来,,,,,,,,,,
common_voice_zh-TW_25042099,0.5s,8,,,比起指压按摩,,,,,,,,,,
common_voice_zh-TW_25042100,0.5s,7,,,单身女性不能冻卵,,,,,,,,,,
common_voice_zh-TW_25042101,0.5s,8,,,对你冒雨骑车无能为力,,,,,,,,,,
common_voice_zh-TW_25042124,0.5s,7,,,远远超乎预期的事,,,,,,,,,,
common_voice_zh-TW_25042133,0.5s,7,,,我目前觉得是抢看看,,,,,,,,,,
common_voice_zh-TW_25042147,0.5s,7,,,也不知道他需不需要我,,,,,,,,,,
common_voice_zh-TW_25042152,0.5s,7,,,我们僵化的教育制度,,,,,,,,,,
common_voice_zh-TW_25042156,0.5s,7,,,一旦双手双脚并用,,,,,,,,,,
common_voice_zh-TW_25042160,0.5s,8,,,依据调查报告所揭示的真相,,,,,,,,,,
common_voice_zh-TW_25042171,0.5s,8,,,网路上的东西很多是骗人的,,,,,,,,,,
common_voice_zh-TW_25042181,0.5s,8,,,区域的和平稳定与发展,,,,,,,,,,
common_voice_zh-TW_25042182,0.5s,8,,,让沟通更有效、更周延,,,,,,,,,,
common_voice_zh-TW_25042246,0.5s,7,,,结果发现我又中了陷阱,,,,,,,,,,
common_voice_zh-TW_25047394,0.5s,10,,,只是还没想到该怎么处理,,,,,,,,,,
common_voice_zh-TW_25047435,0.5s,8,,,为了追求极简生活,,,,,,,,,,
common_voice_zh-TW_25047456,0.5s,7,,,局势不对的时候,,,,,,,,,,
common_voice_zh-TW_25047531,0.5s,11,,,我就是用财政部自己的唷,,,,,,,,,,
common_voice_zh-TW_25047546,0.5s,7,,,更不用说石虎,,,,,,,,,,
common_voice_zh-TW_25047551,0.5s,8,,,我如果没有特别回复,,,,,,,,,,
common_voice_zh-TW_25047571,0.5s,7,,,口味真的万年如一日,,,,,,,,,,
common_voice_zh-TW_25047580,0.5s,7,,,台风天没来,,,,,,,,,,
common_voice_zh-TW_25047581,0.5s,9,,,演女人有点为难,,,,,,,,,,
common_voice_zh-TW_25047584,0.5s,6,,,香港警察,,,,,,,,,,
common_voice_zh-TW_25047640,0.5s,9,,,不只会得网球肘,,,,,,,,,,
common_voice_zh-TW_25047641,0.5s,7,,,你就是没有人,,,,,,,,,,
common_voice_zh-TW_25047644,0.5s,8,,,逝者罗斯福,,,,,,,,,,
common_voice_zh-TW_25047659,0.5s,8,,,在社会创新实验室,,,,,,,,,,
common_voice_zh-TW_25115778,0.5s,8,,,咖啡机里的异型,,,,,,,,,,
common_voice_zh-TW_25115780,0.5s,10,,,差不多是园游会等级,,,,,,,,,,
common_voice_zh-TW_25115785,0.5s,7,,,上回表演的时候,,,,,,,,,,
common_voice_zh-TW_25115796,0.5s,7,,,特色餐点图片,,,,,,,,,,
common_voice_zh-TW_25115798,0.5s,8,,,大嫂，我奉上奠仪,,,,,,,,,,
common_voice_zh-TW_25115799,0.5s,8,,,写成逆来顺受,,,,,,,,,,
common_voice_zh-TW_25342035,0.5s,7,,,深信一定很有用,,,,,,,,,,
common_voice_zh-TW_25342071,0.5s,7,,,结果很平和,,,,,,,,,,
common_voice_zh-TW_25343463,0.5s,8,,,这样哪一个频道适合,,,,,,,,,,
common_voice_zh-TW_25343485,0.5s,8,,,但是持续抽掉数量,,,,,,,,,,
common_voice_zh-TW_25344235,0.5s,7,,,太多了，你知道,,,,,,,,,,
common_voice_zh-TW_25344258,0.5s,7,,,哈！原来要人工！,,,,,,,,,,
common_voice_zh-TW_25344274,0.5s,7,,,来讲几则鬼故事,,,,,,,,,,
common_voice_zh-TW_25344346,0.5s,7,,,有人会爱我这种人,,,,,,,,,,
common_voice_zh-TW_25344458,0.5s,7,,,我搞不好就是,,,,,,,,,,
common_voice_zh-TW_25344587,0.5s,9,,,等到一月十一日投完票,,,,,,,,,,
common_voice_zh-TW_25344638,0.5s,8,,,如果只吃狗食,,,,,,,,,,
common_voice_zh-TW_25354232,0.5s,7,,,就都很可怕,,,,,,,,,,
common_voice_zh-TW_25354244,0.5s,7,,,音亦相近,,,,,,,,,,
common_voice_zh-TW_25354269,0.5s,8,,,此时如果有人提醒,,,,,,,,,,
common_voice_zh-TW_25356940,0.5s,7,,,请问发票可以存卡片吗？,,,,,,,,,,
common_voice_zh-TW_25356951,0.5s,7,,,这种只改姓名的诈骗,,,,,,,,,,
common_voice_zh-TW_25367022,0.5s,10,,,我上次在大润发测试时,,,,,,,,,,
common_voice_zh-TW_25368783,0.5s,7,,,靠北电子发票,,,,,,,,,,
common_voice_zh-TW_25368784,0.5s,7,,,是好男人,,,,,,,,,,
common_voice_zh-TW_25368792,0.5s,8,,,窗口开票这种事情,,,,,,,,,,
common_voice_zh-TW_25368796,0.5s,13,,,中央人民政府和西藏地方政府,,,,,,,,,,
common_voice_zh-TW_25368798,0.5s,8,,,释出的原始码,,,,,,,,,,
common_voice_zh-TW_25370454,0.5s,7,,,难怪会得到大众亲睐,,,,,,,,,,
common_voice_zh-TW_25370456,0.5s,9,,,泛指肘部肌群过度使用,,,,,,,,,,
common_voice_zh-TW_25415682,0.5s,8,,,隔天就因为利益,,,,,,,,,,
common_voice_zh-TW_25457252,0.5s,9,,,这些载具还可以归户到手机条码,,,,,,,,,,
common_voice_zh-TW_25470970,0.5s,7,,,柯文哲组党,,,,,,,,,,
common_voice_zh-TW_25470972,0.5s,7,,,时力政党票,,,,,,,,,,
common_voice_zh-TW_25470984,0.5s,7,,,你也要贴贴纸吗？,,,,,,,,,,
common_voice_zh-TW_25471027,0.5s,7,,,体温还是一样,,,,,,,,,,
common_voice_zh-TW_25471054,0.5s,9,,,一个正面迎向一切挑战的新政府,,,,,,,,,,
common_voice_zh-TW_25471077,0.5s,7,,,中央或地方机关,,,,,,,,,,
common_voice_zh-TW_25471080,0.5s,7,,,不能直接爬下来,,,,,,,,,,
common_voice_zh-TW_25471089,0.5s,7,,,基本上只能用手机,,,,,,,,,,
common_voice_zh-TW_25471107,0.5s,7,,,消化液里有胜肽水解酶,,,,,,,,,,
common_voice_zh-TW_25471111,0.5s,9,,,你们的服务太烂了，我要客诉，叫你们经理来听。,,,,,,,,,,
common_voice_zh-TW_25471132,0.5s,7,,,两岸过去二十多年来,,,,,,,,,,
common_voice_zh-TW_25471136,0.5s,7,,,余款作为公共用途,,,,,,,,,,
common_voice_zh-TW_25471142,0.5s,7,,,就当下想找的人而定,,,,,,,,,,
common_voice_zh-TW_25471143,0.5s,7,,,三民主义统一中国,,,,,,,,,,
common_voice_zh-TW_25471146,0.5s,8,,,牛肉汤、碗粿、鳝鱼意面,,,,,,,,,,
common_voice_zh-TW_25471172,0.5s,7,,,从山坡上轻轻地,,,,,,,,,,
common_voice_zh-TW_25471183,0.5s,7,,,这个时候送来一个病人,,,,,,,,,,
common_voice_zh-TW_25471214,0.5s,7,,,这次是菲律宾岛的功劳,,,,,,,,,,
common_voice_zh-TW_25471233,0.5s,7,,,就要利用它们的平台查询,,,,,,,,,,
common_voice_zh-TW_25471282,0.5s,9,,,苏州名妓唱一曲就赏一匹纱,,,,,,,,,,
common_voice_zh-TW_25541362,0.5s,8,,,人生没有过不去的坎，只有爬不完的坑,,,,,,,,,,
common_voice_zh-TW_25895936,0.5s,8,,,综合描述,,,,,,,,,,
common_voice_zh-TW_25899658,0.5s,9,,,我们一起走这边,,,,,,,,,,
common_voice_zh-TW_25899788,0.5s,8,,,看起来是比较密切的,,,,,,,,,,
common_voice_zh-TW_25899800,0.5s,9,,,市民上街去了,,,,,,,,,,
common_voice_zh-TW_25899818,0.5s,8,,,昨天有聊到东厂事件,,,,,,,,,,
common_voice_zh-TW_25899821,0.5s,8,,,维基百科上可以看得到,,,,,,,,,,
common_voice_zh-TW_25899844,0.5s,7,,,跳跳糖跳回去,,,,,,,,,,
common_voice_zh-TW_25905125,0.5s,8,,,香港广东话,,,,,,,,,,
common_voice_zh-TW_25905153,0.5s,7,,,很多东西是骗人的,,,,,,,,,,
common_voice_zh-TW_25905154,0.5s,8,,,新政府会用道歉的态度,,,,,,,,,,
common_voice_zh-TW_25905167,0.5s,7,,,共同参与区域发展,,,,,,,,,,
common_voice_zh-TW_25906007,0.5s,8,,,以传输对象来区别,,,,,,,,,,
common_voice_zh-TW_25906008,0.5s,9,,,公民科学计划清册,,,,,,,,,,
common_voice_zh-TW_25906011,0.5s,7,,,婆娑之洋,,,,,,,,,,
common_voice_zh-TW_25915676,0.5s,6,,,是在哈啰？,,,,,,,,,,
common_voice_zh-TW_25918496,0.5s,7,,,在脸书买广告,,,,,,,,,,
common_voice_zh-TW_25918527,0.5s,8,,,语音资料库的文字们,,,,,,,,,,
common_voice_zh-TW_25925133,0.5s,8,,,因为春天从未出现,,,,,,,,,,
common_voice_zh-TW_25964843,0.5s,7,,,六合摊商哀号,,,,,,,,,,
common_voice_zh-TW_26401738,0.5s,8,,,注入灵魂,,,,,,,,,,
common_voice_zh-TW_26401858,0.5s,7,,,发生苪氏规模七点零的地震,,,,,,,,,,
common_voice_zh-TW_26401922,0.5s,7,,,可不可以承载这么长时间的连结,,,,,,,,,,
common_voice_zh-TW_26402103,0.5s,7,,,在社会团结的基础上共同协商,,,,,,,,,,
common_voice_zh-TW_26530702,0.5s,7,,,不知道为什么,,,,,,,,,,
common_voice_zh-TW_26554178,0.5s,10,,,参与克里米亚战争时,,,,,,,,,,
common_voice_zh-TW_26657819,0.5s,7,,,超英赶美,,,,,,,,,,
common_voice_zh-TW_26658162,0.5s,8,,,过一会儿收到信,,,,,,,,,,
common_voice_zh-TW_26658178,0.5s,7,,,建议照片要下个警语,,,,,,,,,,
common_voice_zh-TW_26658208,0.5s,8,,,增加晋级的机会,,,,,,,,,,
common_voice_zh-TW_26658309,0.5s,7,,,科学发展观,,,,,,,,,,
common_voice_zh-TW_26658416,0.5s,8,,,译成通顺而达意的英文,,,,,,,,,,
common_voice_zh-TW_26659271,0.5s,12,,,两湖盆地是长江流域的心脏要地,,,,,,,,,,
common_voice_zh-TW_26659277,0.5s,7,,,国发会的平台,,,,,,,,,,
common_voice_zh-TW_26674800,0.5s,9,,,含有大量的碳酸钙,,,,,,,,,,
common_voice_zh-TW_26674804,0.5s,7,,,作者以为骡贵马贱,,,,,,,,,,
common_voice_zh-TW_26674811,0.5s,8,,,水沸腾的温度为一百度,,,,,,,,,,
common_voice_zh-TW_26674833,0.5s,11,,,地形、气候、海洋和港湾四方面,,,,,,,,,,
common_voice_zh-TW_26674849,0.5s,7,,,需要大量的语料数据,,,,,,,,,,
common_voice_zh-TW_26674870,0.5s,12,,,形成了四纵五横的铁路网骨架,,,,,,,,,,
common_voice_zh-TW_26674875,0.5s,8,,,造成人民普遍的贫因,,,,,,,,,,
common_voice_zh-TW_26715780,0.5s,7,,,城市交通壅塞,,,,,,,,,,
common_voice_zh-TW_26715920,0.5s,7,,,试回答下列问题,,,,,,,,,,
common_voice_zh-TW_26731505,0.5s,8,,,微细构造示意图,,,,,,,,,,
common_voice_zh-TW_26731536,0.5s,7,,,除了要传授学生基础知识,,,,,,,,,,
common_voice_zh-TW_26743111,0.5s,7,,,法律之前人人平等,,,,,,,,,,
common_voice_zh-TW_26754692,0.5s,7,,,推荐甄选入学招生,,,,,,,,,,
common_voice_zh-TW_26774059,0.5s,7,,,条件式不知道怎么写,,,,,,,,,,
common_voice_zh-TW_26774069,0.5s,7,,,若水受到重金属污染,,,,,,,,,,
common_voice_zh-TW_26774171,0.5s,7,,,非但已有农业，还筑了城呢！,,,,,,,,,,
common_voice_zh-TW_26774209,0.5s,7,,,有关我们国家当前处境的叙述,,,,,,,,,,
common_voice_zh-TW_26774537,0.5s,8,,,主要集中在胎生幼苗,,,,,,,,,,
common_voice_zh-TW_26774600,0.5s,7,,,久置后汽化扩散于空气中,,,,,,,,,,
common_voice_zh-TW_26774700,0.5s,9,,,可贯通中部、北部和西部三大地方,,,,,,,,,,
common_voice_zh-TW_26774740,0.5s,9,,,应该把下列何者做为学习重点？,,,,,,,,,,
common_voice_zh-TW_26775673,0.5s,9,,,渐进整合各类社会保险,,,,,,,,,,
common_voice_zh-TW_26775740,0.5s,7,,,不知道该从何开始,,,,,,,,,,
common_voice_zh-TW_26775894,0.5s,8,,,上了车总要拣个靠窗的好位置坐,,,,,,,,,,
common_voice_zh-TW_26779417,0.5s,7,,,法律范围内所许可的自由,,,,,,,,,,
common_voice_zh-TW_26779521,0.5s,8,,,两平原为我国的重要农业区,,,,,,,,,,
common_voice_zh-TW_26779536,0.5s,7,,,俾斯麦实行民族社会主义,,,,,,,,,,
common_voice_zh-TW_26783740,0.5s,7,,,溶于稀硫酸,,,,,,,,,,
common_voice_zh-TW_26783756,0.5s,13,,,先要有民冶，民有和民享才能落实,,,,,,,,,,
common_voice_zh-TW_26783758,0.5s,7,,,位置接近,,,,,,,,,,
common_voice_zh-TW_26783769,0.5s,7,,,流量最稳定的是那一条？,,,,,,,,,,
common_voice_zh-TW_26783986,0.5s,9,,,氧化数在碳的化合物中最高,,,,,,,,,,
common_voice_zh-TW_26784032,0.5s,8,,,以为建造一个现代的中国,,,,,,,,,,
common_voice_zh-TW_26784971,0.5s,9,,,经由雨水被带入生物圈中,,,,,,,,,,
common_voice_zh-TW_26785084,0.5s,8,,,在事件中建立大功,,,,,,,,,,
common_voice_zh-TW_26785164,0.5s,7,,,他所拍摄的纪录片,,,,,,,,,,
common_voice_zh-TW_26785224,0.5s,6,,,感谢国家感谢党,,,,,,,,,,
common_voice_zh-TW_26792691,0.5s,7,,,气温和高度的关系,,,,,,,,,,
common_voice_zh-TW_26819439,0.5s,8,,,我们学习这一段史事,,,,,,,,,,
common_voice_zh-TW_26819759,0.5s,8,,,济弱扶倾与世界大同,,,,,,,,,,
common_voice_zh-TW_26819831,0.5s,10,,,夏季空气污染浓度的等值线图,,,,,,,,,,
common_voice_zh-TW_26826729,0.5s,8,,,仍被视为尊贵的血统,,,,,,,,,,
common_voice_zh-TW_26826784,0.5s,10,,,适用于想使温度提升的情况,,,,,,,,,,
common_voice_zh-TW_26826914,0.5s,7,,,王安石与张居正,,,,,,,,,,
common_voice_zh-TW_26826952,0.5s,8,,,超过一百五十字者不给分,,,,,,,,,,
common_voice_zh-TW_26826968,0.5s,7,,,摆脱日本的控制,,,,,,,,,,
common_voice_zh-TW_26827046,0.5s,7,,,地球自转的结果,,,,,,,,,,
common_voice_zh-TW_26845481,0.5s,10,,,使得部分都会区的房价高不可攀,,,,,,,,,,
common_voice_zh-TW_26845552,0.5s,7,,,选举公报的格式,,,,,,,,,,
common_voice_zh-TW_26845795,0.5s,7,,,但是被用来发电,,,,,,,,,,
common_voice_zh-TW_26845993,0.5s,9,,,宗教大都厉行禁欲主义,,,,,,,,,,
common_voice_zh-TW_26850453,0.5s,7,,,中国现代化的性格,,,,,,,,,,
common_voice_zh-TW_26865676,0.5s,7,,,汉朝和匈奴作战,,,,,,,,,,
common_voice_zh-TW_26865683,0.5s,7,,,请用最适当的句型,,,,,,,,,,
common_voice_zh-TW_26865697,0.5s,9,,,对农工生产以及商业发展影响极大,,,,,,,,,,
common_voice_zh-TW_26865718,0.5s,8,,,下列叙述何者符合此一意义？,,,,,,,,,,
common_voice_zh-TW_26912080,0.5s,8,,,该种海岸属于何种类型？,,,,,,,,,,
common_voice_zh-TW_26912086,0.5s,7,,,修正时以橡皮擦拭,,,,,,,,,,
common_voice_zh-TW_26912099,0.5s,9,,,根据通鉴纪事本末中的史料编辑而成,,,,,,,,,,
common_voice_zh-TW_26912100,0.5s,7,,,色光频率发生改变,,,,,,,,,,
common_voice_zh-TW_26912122,0.5s,7,,,绿豆种子萌发长出胚根,,,,,,,,,,
common_voice_zh-TW_26932566,0.5s,8,,,同时掷两枚均匀的硬币,,,,,,,,,,
common_voice_zh-TW_26932583,0.5s,7,,,自己的身体被装在一个大木箱中,,,,,,,,,,
common_voice_zh-TW_26943145,0.5s,7,,,发起讨论执行,,,,,,,,,,
common_voice_zh-TW_26943413,0.5s,8,,,也都应该排斥改正,,,,,,,,,,
common_voice_zh-TW_26943459,0.5s,8,,,以等速率运动,,,,,,,,,,
common_voice_zh-TW_26943462,0.5s,8,,,对于权力分配的原则,,,,,,,,,,
common_voice_zh-TW_26943470,0.5s,7,,,鼓励大家自己架,,,,,,,,,,
common_voice_zh-TW_26943592,0.5s,8,,,美国新英格兰地区的农业,,,,,,,,,,
common_voice_zh-TW_26943690,0.5s,7,,,我会手动更新到清单中,,,,,,,,,,
common_voice_zh-TW_26943943,0.5s,8,,,均重视军事与国防上的革新,,,,,,,,,,
common_voice_zh-TW_26943944,0.5s,9,,,较同纬度的长江下游地区温暖,,,,,,,,,,
common_voice_zh-TW_26943966,0.5s,7,,,最适合于加速水分的蒸发,,,,,,,,,,
common_voice_zh-TW_26943968,0.5s,7,,,以减轻地下水的盐分,,,,,,,,,,
common_voice_zh-TW_26943999,0.5s,7,,,不致于倒灌进入瓶内,,,,,,,,,,
common_voice_zh-TW_26944071,0.5s,8,,,采行民主社会主义的国家,,,,,,,,,,
common_voice_zh-TW_26944190,0.5s,8,,,某种地形的立体透视图,,,,,,,,,,
common_voice_zh-TW_26944234,0.5s,7,,,所采行的共和政体,,,,,,,,,,
common_voice_zh-TW_26944300,0.5s,7,,,某月份的平均气压分布图,,,,,,,,,,
common_voice_zh-TW_26944357,0.5s,8,,,人民的义务与权利应该对等,,,,,,,,,,
common_voice_zh-TW_26944518,0.5s,8,,,朝鲜半岛南北分裂,,,,,,,,,,
common_voice_zh-TW_26944571,0.5s,8,,,不会步上帝国主义侵略之路,,,,,,,,,,
common_voice_zh-TW_26944624,0.5s,8,,,我一直在猜测自己是个什么东西,,,,,,,,,,
common_voice_zh-TW_26946415,0.5s,9,,,社会主义荣辱观,,,,,,,,,,
common_voice_zh-TW_26946418,0.5s,10,,,就能稳稳的像万磁王一样,,,,,,,,,,
common_voice_zh-TW_26946596,0.5s,9,,,联合世界上之民族,,,,,,,,,,
common_voice_zh-TW_26946833,0.5s,8,,,就血型的基因而言,,,,,,,,,,
common_voice_zh-TW_26946923,0.5s,8,,,限制人民的自由,,,,,,,,,,
common_voice_zh-TW_26947310,0.5s,7,,,进入选拔阶段,,,,,,,,,,
common_voice_zh-TW_26947364,0.5s,9,,,分别控制中东铁路及其腹地,,,,,,,,,,
common_voice_zh-TW_26947370,0.5s,9,,,年雨量最接近多少公厘？,,,,,,,,,,
common_voice_zh-TW_26947813,0.5s,8,,,作者认为人的生活是,,,,,,,,,,
common_voice_zh-TW_26947917,0.5s,8,,,英国一直是海上强权,,,,,,,,,,
common_voice_zh-TW_26948049,0.5s,7,,,妇女地位大为提高,,,,,,,,,,
common_voice_zh-TW_26980606,0.5s,7,,,搜集各式各样的预测,,,,,,,,,,
